rank,city,company,website,state,founded,industry,metro
4435,Atlanta,Creative Approach,mycreativeapproach.com,Georgia,2004,Business Products & Services,Atlanta
4436,Sacramento,Redtail Technology,redtailtechnology.com,California,2003,Software,"Sacramento, CA"
4437,Indianapolis,Equian,equian.com,Indiana,2004,Health,"Indianapolis, IN"
4438,Waltham,MD Connect,mdconnectinc.com,Massachusetts,2008,Advertising & Marketing,Boston
4439,Mechanicsburg,Client Solution Architects,csaassociates.com,Pennsylvania,2003,Business Products & Services,
4440,New York City,Vector Media Group,vectormediagroup.com,New York,2008,Advertising & Marketing,New York City
4441,Austin,CyberTex,cybertex.edu,Texas,1999,Education,Austin
4442,Cary,MDG Computer Services,3gstore.com,Illinois,1988,Telecommunications,Chicago
4443,Gaithersburg,Blue Corona,bluecorona.com,Maryland,2008,Advertising & Marketing,"Washington, DC"
4444,King of Prussia,Philly Marketing Labs,phillymarketinglabs.com,Pennsylvania,2009,Advertising & Marketing,Philadelphia
4445,Hamilton,Internet Creations,internetcreations.com,New Jersey,1996,Software,
4446,Binghamton,SaveAround,savearound.com,New York,2004,Consumer Products & Services,
4447,Hendersonville,Mountain Showcase Group,mountainshowcase.com,North Carolina,1996,Consumer Products & Services,"Asheville, NC"
4448,Parker,The Event Studio,eventstudio.com,Nevada,2008,Business Products & Services,"Las Vegas, NV"
4449,Newark,Intelliswift Software,intelliswift.com,California,2001,Software,San Francisco
4450,Santa Barbara,Mission Wealth Management,missionwealth.com,California,2000,Financial Services,"Santa Barbara-Santa Maria-Goleta, CA"
4451,Stamford,Torque Technologies,torquetek.com,Connecticut,2010,IT Management,"Bridgeport-Stamford-Norwalk, CT"
4452,Phoenix,ClassicCars.com,classiccars.com,Arizona,2007,Retail,Phoenix
4453,Suwanee,Supreme Resources,supremeresources.com,Georgia,1988,Manufacturing,Atlanta
4454,Boston,Small Army,smallarmy.net,Massachusetts,2002,Advertising & Marketing,Boston
4455,Strongsville,Foundation Software / Payroll4Construction.com,foundationsoft.com,Ohio,1985,Software,Cleveland
4456,Florence,Pinnacle Freight Systems,pinnacletruck.com,New Jersey,1993,Logistics & Transportation,Philadelphia
4457,Franklin,A. Marshall Hospitality,amarshallfamilyfoods.com,Tennessee,1998,Food & Beverage,Nashville
4458,South Coast Metro,TechMD,techmd.com,California,2003,IT Management,Los Angeles
4459,Fargo,Thomsen Homes,thomsencompanies.com,North Dakota,2007,Construction,
4460,North Billerica,W. L. French Excavating,wlfrench.com,Massachusetts,1972,Construction,Boston
4461,Waltham,Winslow Technology Group,winslowtg.com,Massachusetts,2003,IT Management,Boston
4462,Ann Arbor,DaySmart Software,daysmart.com,Michigan,1999,Software,"Ann Arbor, MI"
4463,Mason,Vernovis,vernovis.com,Ohio,2009,Business Products & Services,Cincinnati
4464,Ramsey,Comport Consulting,comport.com,New Jersey,1982,Computer Hardware,New York City
4465,Columbia,Kids First Dental,kidsfirstdentalsc.com,South Carolina,2009,Health,"Columbia, SC"
4466,Chandler,AirFleet Capital,airfleetcapital.com,Arizona,1994,Financial Services,Phoenix
4467,San Francisco,Intivix,intivix.com,California,1996,IT System Development,San Francisco
4468,Dallas,Sendero,senderoconsulting.com,Texas,2004,Business Products & Services,Dallas
4469,Phoenix,Lin and Associates,linandassociates.com,Arizona,1992,Engineering,Phoenix
4470,Stow,Razorleaf,razorleaf.com,Ohio,2000,IT System Development,
4471,Philadelphia,Think Company,thinkcompany.com,Pennsylvania,2007,Software,Philadelphia
4472,San Diego,Cask,caskllc.com,California,2004,Government Services,San Diego
4473,Castle Rock,Innovative Business Solutions,innovative-business.net,Colorado,2008,Telecommunications,Denver
4474,Louisville,Excel Services,excelservices.biz,Kentucky,2006,Construction,"Louisville/Jefferson County, KY-IN"
4475,Austin,milk + honey,milkandhoneyspa.com,Texas,2006,Consumer Products & Services,Austin
4476,White Bear Lake,TitleSmart,title-smart.com,Minnesota,2007,Insurance,Minneapolis
4477,Cottonwd Heights,Vitality Medical,vitalitymedical.com,Utah,2000,Health,Salt Lake City
4478,Columbus,Frank Surveying Co,fscinc.net,Texas,1970,Engineering,
4479,Bethesda,Capitol Pest,capitolpest.com,Maryland,1936,Environmental Services,"Washington, DC"
4480,Portland,International Institute for Analytics,iianalytics.com,Oregon,2010,Business Products & Services,"Portland, OR"
4481,Jacksonville,Harvest Software Solutions,harvest-soft.com,Florida,2004,IT System Development,"Jacksonville, FL"
4482,Columbia,DK Consulting,dkconsult.net,Maryland,2003,IT Management,Baltimore
4483,Santee,CGP maintnenace,cgpconstruction.com,California,1982,Construction,San Diego
4484,Coral Springs,The Original Frameless Shower Doors,framelessshowerdoors.com,Florida,1987,Manufacturing,Miami
4485,Columbia,a2z,a2zinc.net,Maryland,1998,Software,Baltimore
4486,Taylor,Atlas Oil Company,atlasoil.com,Michigan,1985,Energy,Detroit
4487,Brisbane,VOX Network Solutions,voxns.com,California,2007,Telecommunications,San Francisco
4488,West Conshocken,Advantexe Learning Solutions,advantexe.com,Pennsylvania,2007,Business Products & Services,Philadelphia
4489,Torrance,Partner Assessment,partneresi.com,California,2007,Environmental Services,Los Angeles
4490,Valencia,Imber Court Reporters,imbercourtreporters.com,California,2000,Business Products & Services,Los Angeles
4491,Rockville,Credible Behavioral Health,credibleinc.com,Maryland,2000,Software,"Washington, DC"
4492,Charlotte,Costner Law Office,costnerlaw.com,North Carolina,2009,Real Estate,Charlotte
4493,Garland,Fortress Building Products,fortressbp.com,Texas,2002,Manufacturing,Dallas
4494,Harrisburg,Millennium Circuits Limited,mclpcb.com,Pennsylvania,2005,Manufacturing,
4495,Hayward,Corefact,corefact.com,California,2008,Advertising & Marketing,San Francisco
4496,Omaha,Scooter's Coffee,scooterscoffee.com,Nebraska,1998,Food & Beverage,"Omaha-Council Bluffs, NE-IA"
4497,Owings Mills,Westminster American Insurance Company,westminsteramerican.com,Maryland,1869,Insurance,Baltimore
4498,Boston,LaVoie Health Science,lavoiehealthscience.com,Massachusetts,2001,Advertising & Marketing,Boston
4499,Statesville,ProEdge Precision,proedgeprecision.com,North Carolina,2013,Manufacturing,
4500,Germantown,Executive Speakers Bureau,executivespeakers.com,Tennessee,1993,Business Products & Services,
4501,Bloomington,Carlson Exteriors,carlsonexteriors.com,Illinois,2004,Construction,
4502,Elkhart,Elevation Sports,elevationsports.com,Indiana,2005,Retail,
4503,West Palm Beach,Colonial Assisted Living,colonialalf.com,Florida,2008,Health,Miami
4504,High Point,Eanes Heating and Air,eanescomfort.com,North Carolina,1968,Construction,
4505,Owosso,Covenant Eyes,covenanteyes.com,Michigan,2000,Software,
4506,Los Angeles,Sensis,sensisagency.com,California,1998,Advertising & Marketing,Los Angeles
4507,Garden Grove,MIE Solutions,mie-solutions.com,California,2007,Software,Los Angeles
4508,Johns Creek,C2 Education,c2education.com,Georgia,2002,Education,Atlanta
4509,Akron,TruTech Tools,trutechtools.com,Ohio,2007,Energy,
4510,North Las Vegas,Ship My Orders,shipmyorders.com,Nevada,2012,Logistics & Transportation,"Las Vegas, NV"
4511,Austin,MyITpros,myitpros.com,Texas,1993,IT Management,Austin
4512,Lanham,Exceed,exceedcorporation.com,Maryland,1998,Government Services,"Washington, DC"
4513,Chicago,AE Marketing Group,aemarketinggroup.com,Illinois,2011,Advertising & Marketing,Chicago
4514,Chantilly,Apex-2000,apex-2000.com,Virginia,1999,IT System Development,"Washington, DC"
4515,Carmel,Shepherd Insurance,shepherdins.com,Indiana,1977,Insurance,"Indianapolis, IN"
4516,Longwood,Comprehensive Energy Services,cesmechanical.com,Florida,1992,Construction,"Orlando, FL"
4517,Chantilly,Morcom International,morcom.com,Virginia,1984,Government Services,"Washington, DC"
4518,Plano,HumCap,humcapinc.com,Texas,2002,Human Resources,Dallas
4519,Hainesport,Neta Scientific,netascientific.com,New Jersey,2000,Business Products & Services,Philadelphia
4520,Van Nuys,Landmark Network,landmarknetwork.com,California,2007,Real Estate,Los Angeles
4521,Santa Barbara,Mercer Advisors,merceradvisors.com,California,1985,Financial Services,"Santa Barbara-Santa Maria-Goleta, CA"
4522,Park Ridge,Logiflex,logiflexinc.com,Illinois,2010,Logistics & Transportation,Chicago
4523,Tysons,Special Operations Solutions,specopsolutions.com,Virginia,2008,Government Services,"Washington, DC"
4524,Chantilly,FIREHOOK,firehook.com,Virginia,1992,Food & Beverage,"Washington, DC"
4525,Virginia Beach,"Marathon Consulting (Virginia Beach, VA)",marathonus.com,Virginia,2006,IT System Development,Virginia Beach
4526,Memphis,Clarion Security,clarionsecurity.com,Tennessee,2010,Security,
4527,Woodland Hills,Hippo Education,hippoed.com,California,2011,Education,Los Angeles
4528,Cleveland,Ohio Real Title Agency,ohiorealtitle.com,Ohio,2005,Real Estate,Cleveland
4529,Houston,Adroit Partners,adroitpartners.net,Texas,2012,Human Resources,Houston
4530,Oceanside,OLLI Salumeria Americana,olli.com,California,2010,Consumer Products & Services,San Diego
4531,Sherman Oaks,Yepremyan Law Firm,vylawfirm.com,California,1998,Business Products & Services,Los Angeles
4532,Santa Ana,Big Data Supply,bigdatasupplyinc.com,California,2012,Computer Hardware,Los Angeles
4533,Metaire,M S Benbow & Associates Professional Engineering,msbenbow.com,Louisiana,1978,Engineering,New Orleans
4534,Downingtown,Haverford Systems,haverford.com,Pennsylvania,1987,Telecommunications,Philadelphia
4535,Newhall,Beverly Hills Teddy Bear,plush.com,California,1994,Consumer Products & Services,Los Angeles
4536,Winchester,PRK Drilling & Blasting,prkblasting.com,Virginia,1989,Construction,
4537,Westwood,The Predictive Index,predictiveindex.com,Massachusetts,1955,Business Products & Services,Boston
4538,Newport News,Innovative Enterprises,knowthefacts.com,Virginia,1996,Business Products & Services,Virginia Beach
4539,Portland,Mailings Unlimited,growwithmail.com,Maine,2001,Business Products & Services,
4540,Fort Wayne,Grote Automotive,fredforthepeople.com,Indiana,2007,Retail,
4541,Albany,4CITE Marketing,4cite.com,New York,2010,Software,"Albany-Schenectady-Troy, NY"
4542,Belmont,Short Run Pro,shortrunpro.com,North Carolina,2006,Manufacturing,Charlotte
4543,San Francisco,Pacific Union International,pacificunion.com,California,1975,Real Estate,San Francisco
4544,Chicago,Gorilla Group,gorillagroup.com,Illinois,1994,Software,Chicago
4545,Birmingham,Employment Screening Services,es2.com,Alabama,1994,Human Resources,"Birmingham, AL"
4546,Englewood,WellBiz Brands,wellbizbrands.com,Colorado,1996,Health,Denver
4547,Atlanta,H&F Bread Company,hfbreadco.com,Georgia,2008,Food & Beverage,Atlanta
4548,Salt Lake City,ExpertVoice,expertvoice.com,Utah,2004,Advertising & Marketing,Salt Lake City
4549,Austin,TengoInternet,tengointernet.com,Texas,2002,Telecommunications,Austin
4550,Seattle,OAC Services,oacsvcs.com,Washington,1955,Construction,Seattle
4551,Phoenix,Avella Specialty Pharmacy,avella.com,Arizona,1996,Health,Phoenix
4552,Hauppauge,Interactive Entertainment Group,interactiveparty.com,New York,2011,Travel & Hospitality,New York City
4553,Orlando,Park Square Homes,parksquarehomes.com,Florida,1984,Construction,"Orlando, FL"
4554,Buffalo Grove,BCDVideo,bcdvideo.com,Illinois,1999,Security,Chicago
4555,Columbia,Division-D,divisiond.com,Missouri,2003,Advertising & Marketing,
4556,Gilbert,AB Staffing Solutions,abstaffing.com,Arizona,2001,Government Services,Phoenix
4557,Camp Hill,Momentum,m-inc.com,Pennsylvania,1998,Government Services,
4558,Worcester,ten24,ten24web.com,Massachusetts,2008,Software,
4559,Detroit,Pristine Pools,pristinepoolsinc.com,Michigan,2006,Consumer Products & Services,Detroit
4560,Calhoun,TAYSE INTERNATIONAL TRADING,tayse.com,Georgia,2005,Consumer Products & Services,
4561,Seattle,Killer Infographics,killerinfographics.com,Washington,2010,Advertising & Marketing,Seattle
4562,Dakota Dunes,Sterling Computers,sterlingcomputers.com,South Dakota,1996,Government Services,
4563,Baltimore,Contracting Resources Group,contractingrg.com,Maryland,2002,Government Services,Baltimore
4564,Hendersonville,Milosi,milosilandscape.com,Tennessee,2002,Business Products & Services,Nashville
4565,Verona,Synergy Consortium Services,synergyconsortium.com,Wisconsin,2005,IT System Development,"Madison, WI"
4566,Pleasanton,TekValley Corporation,tekvalley.com,California,2000,IT System Development,San Francisco
4567,South Windsor,Carla's Pasta,carlaspasta.com,Connecticut,1978,Food & Beverage,
4568,Chantilly,DANE,dane-llc.com,Virginia,2001,IT System Development,"Washington, DC"
4569,Columbia,JobFinders Employment Services,jobfindersusa.com,Missouri,1986,Human Resources,
4570,Salem,The Hype Agency,thehypeagency.com,New Hampshire,2006,Advertising & Marketing,Boston
4571,Los Angeles,Halco Testing Services,halcotestingservices.com,California,1949,Construction,Los Angeles
4572,Mission Viejo,CGS Business Solutions,cgs-it.net,California,2009,IT Management,Los Angeles
4573,LaGrange,iD Additives,idadditives.com,Illinois,2005,Manufacturing,Chicago
4574,Blue Bell,MayoSeitz Media,mayoseitzmedia.com,Pennsylvania,1997,Advertising & Marketing,Philadelphia
4575,Edina,Lifesprk,lifesprk.com,Minnesota,2004,Health,Minneapolis
4576,Tempe,mobileFUSED,mobilefused.com,Arizona,2011,Advertising & Marketing,Phoenix
4577,Portland,Consumer Cellular,consumercellular.com,Oregon,1995,Telecommunications,"Portland, OR"
4578,Waltham,InkHouse,inkhouse.com,Massachusetts,2007,Media,Boston
4579,Huntersville,Jackrabbit Technologies,http://jackrabbittech.com,North Carolina,2004,Software,Charlotte
4580,Cincinnati,Curiosity Advertising,curiosity360.com,Ohio,2010,Advertising & Marketing,Cincinnati
4581,McLean,IronArch Technology,ironarchtechnology.com,Virginia,2013,Government Services,"Washington, DC"
4582,Centreville,Fulcrum IT Services,fulcrumco.com,Virginia,1985,IT Management,"Washington, DC"
4583,Scottsdale,Benefit Commerce Group,benefitcommerce.com,Arizona,2009,Insurance,Phoenix
4584,Farmers Branch,GB Cellular,angelcellular.com,Texas,2011,Telecommunications,Dallas
4585,Valley View,ExactCare Pharmacy,exactcarepharmacy.com,Ohio,2009,Health,Cleveland
4586,Raleigh,Wine & Design,wineanddesign.com,North Carolina,2010,Consumer Products & Services,"Raleigh, NC"
4587,Bloomington,Imagine IT,imagineiti.com,Minnesota,1996,IT Management,Minneapolis
4588,Dallas,Homecare Homebase,hchb.com,Texas,2001,Health,Dallas
4589,Cleburne,Ulrich Barns,ulrichbarns.com,Texas,1990,Manufacturing,Dallas
4590,Orlando,Nimlok Orlando,nimlokorlando.com,Florida,2011,Advertising & Marketing,"Orlando, FL"
4591,Auburn,Freedom Energy Logistics,felpower.com,New Hampshire,2006,Energy,Boston
4592,Charlotte,Heartwood Tree Service,heartwoodtree.com,North Carolina,1979,Consumer Products & Services,Charlotte
4593,Jacksonville Beach,The FaverGray Company,"www,favergray.com",Florida,2005,Construction,"Jacksonville, FL"
4594,Irvine,EmpireWorks,empireworks.com,California,2002,Construction,Los Angeles
4595,Tucson,SolidSurface.com,solidsurface.com,Arizona,2007,Retail,
4596,Cos Cob,Fresh Green Light,freshgreenlight.com,Connecticut,2009,Education,"Bridgeport-Stamford-Norwalk, CT"
4597,Austin,Hayes Software Systems,hayessoft.com,Texas,1990,Software,Austin
4598,Twin Falls,Wright Physical Therapy,wrightpt.com,Idaho,2008,Health,
4599,Lancaster,Fab Fours,fabfours.com,South Carolina,2004,Manufacturing,
4600,New York City,BARKER,barkernyc.com,New York,2001,Advertising & Marketing,New York City
4601,Burlington,Exclusive Concepts,exclusiveconcepts.com,Massachusetts,1997,Advertising & Marketing,Boston
4602,Charlotte,Zenmonics,zenmonics.com,North Carolina,2007,IT Management,Charlotte
4603,Ambridge,I.C.E. Service Group,iceservicegroup.com,Pennsylvania,2007,Logistics & Transportation,"Pittsburgh, PA"
4604,Austin,VirTex Enterprises,wwwvirtexassembly.com,Texas,1999,Manufacturing,Austin
4605,Evergreen,Kumparison,compareinsurancequotes.com,Colorado,2011,Advertising & Marketing,Denver
4606,Chicago,Advanced Resources,advancedresources.com,Illinois,1988,Human Resources,Chicago
4607,Mesa,Total Care Connections,totalcareconnections.com,Arizona,2009,Health,Phoenix
4608,Coral Springs,"Cruise Planners, an American Express Travel Representative",cruiseplanners.com,Florida,1994,Travel & Hospitality,Miami
4609,Grants Pass,Kingsview Assest Managment,kingsview.com,Oregon,2008,Financial Services,
4610,Upper Nyack,Cipher Tech Solutions,ciphertechsolutions.com,New York,2006,Government Services,New York City
4611,San Diego,Trabus Technologies,trabus.com,California,2010,Government Services,San Diego
4612,Coppell,RL National Roofing Partners,nationalroofingpartners.com,Texas,2005,Construction,Dallas
4613,Madison,Sunseed Research,sunseedresearch.com,Wisconsin,2012,Business Products & Services,"Madison, WI"
4614,Everett,CM Heating,cmheating.com,Washington,1983,Consumer Products & Services,Seattle
4615,Cincinnati,Hyperquake,hyperquake.com,Ohio,1986,Advertising & Marketing,Cincinnati
4616,Schaumburg,Fluid-Aire Dynamics,fluidairedynamics.com,Illinois,1983,Manufacturing,Chicago
4617,Tallahassee,Moore Communications Group,moorecommgroup.com,Florida,1992,Advertising & Marketing,
4618,Austin,Antonelli's Cheese Shop,antonellischeese.com,Texas,2010,Retail,Austin
4619,Redmond,3Sharp,3sharp.com,Washington,2002,Advertising & Marketing,Seattle
4620,Norristown,MRO,mrocorp.com,Pennsylvania,2002,Health,Philadelphia
